-1.00 -0.004472
-0.98 -0.004472
-0.96 -0.004472
-0.94 -0.004472
-0.92 -0.004472
-0.90 -0.004472
-0.88 -0.004472
-0.86 -0.004472
-0.84 -0.004472
-0.82 -0.004472
-0.80 -0.004472
-0.78 -0.004472
-0.76 -0.004472
-0.74 -0.004472
-0.72 -0.004472
-0.70 -0.004472
-0.68 -0.004472
-0.66 -0.004472
-0.64 -0.004472
-0.62 -0.004472
-0.60 -0.004472
-0.58 -0.004472
-0.56 -0.004472
-0.54 -0.004472
-0.52 -0.004472
-0.50 -0.004472
-0.48 -0.004472
-0.46 -0.004472
-0.44 -0.004472
-0.42 -0.004472
-0.40 -0.004472
-0.38 -0.004472
-0.36 -0.004472
-0.34 -0.004472
-0.32 -0.004472
-0.30 -0.004472
-0.28 -0.004472
-0.26 -0.004472
-0.24 -0.004472
-0.22 -0.004472
-0.20 -0.004472
-0.18 -0.004472
-0.16 -0.004472
-0.14 -0.004472
-0.12 -0.004472
-0.10 -0.004472
-0.08 -0.004472
-0.06 -0.004472
-0.04 -0.004472
-0.02 -0.004472
0.00 -0.004472
0.02 -0.004472
0.04 -0.004472
0.06 -0.004472
0.08 -0.004472
0.10 -0.004472
0.12 -0.004472
0.14 -0.004472
0.16 -0.004472
0.18 -0.004472
0.20 -0.004472
0.22 -0.004472
0.24 -0.004472
0.26 -0.004472
0.28 -0.004472
0.30 -0.004472
0.32 -0.004472
0.34 -0.004472
0.36 -0.004472
0.38 -0.004472
0.40 -0.004472
0.42 -0.004472
0.44 -0.004472
0.46 -0.004472
0.48 -0.004472
0.50 -0.004472
0.52 -0.004472
0.54 -0.004472
0.56 -0.004472
0.58 -0.004472
0.60 -0.004472
0.62 -0.004472
0.64 -0.004472
0.66 -0.004472
0.68 -0.004472
0.70 -0.004472
0.72 -0.004472
0.74 -0.004472
0.76 -0.004472
0.78 -0.004472
0.80 -0.004472
0.82 -0.004472
0.84 -0.004472
0.86 -0.004472
0.88 -0.004472
0.90 -0.004472
0.92 -0.004472
0.94 -0.004472
0.96 -0.004472
0.98 -0.004472
1.00 -0.004472
-1.00 -0.002236
-0.98 -0.002236
-0.96 -0.002236
-0.94 -0.002236
-0.92 -0.002236
-0.90 -0.002236
-0.88 -0.002236
-0.86 -0.002236
-0.84 -0.002236
-0.82 -0.002236
-0.80 -0.002236
-0.78 -0.002236
-0.76 -0.002236
-0.74 -0.002236
-0.72 -0.002236
-0.70 -0.002236
-0.68 -0.002236
-0.66 -0.002236
-0.64 -0.002236
-0.62 -0.002236
-0.60 -0.002236
-0.58 -0.002236
-0.56 -0.002236
-0.54 -0.002236
-0.52 -0.002236
-0.50 -0.002236
-0.48 -0.002236
-0.46 -0.002236
-0.44 -0.002236
-0.42 -0.002236
-0.40 -0.002236
-0.38 -0.002236
-0.36 -0.002236
-0.34 -0.002236
-0.32 -0.002236
-0.30 -0.002236
-0.28 -0.002236
-0.26 -0.002236
-0.24 -0.002236
-0.22 -0.002236
-0.20 -0.002236
-0.18 -0.002236
-0.16 -0.002236
-0.14 -0.002236
-0.12 -0.002236
-0.10 -0.002236
-0.08 -0.002236
-0.06 -0.002236
-0.04 -0.002236
-0.02 -0.002236
0.00 -0.002236
0.02 -0.002236
0.04 -0.002236
0.06 -0.002236
0.08 -0.002236
0.10 -0.002236
0.12 -0.002236
0.14 -0.002236
0.16 -0.002236
0.18 -0.002236
0.20 -0.002236
0.22 -0.002236
0.24 -0.002236
0.26 -0.002236
0.28 -0.002236
0.30 -0.002236
0.32 -0.002236
0.34 -0.002236
0.36 -0.002236
0.38 -0.002236
0.40 -0.002236
0.42 -0.002236
0.44 -0.002236
0.46 -0.002236
0.48 -0.002236
0.50 -0.002236
0.52 -0.002236
0.54 -0.002236
0.56 -0.002236
0.58 -0.002236
0.60 -0.002236
0.62 -0.002236
0.64 -0.002236
0.66 -0.002236
0.68 -0.002236
0.70 -0.002236
0.72 -0.002236
0.74 -0.002236
0.76 -0.002236
0.78 -0.002236
0.80 -0.002236
0.82 -0.002236
0.84 -0.002236
0.86 -0.002236
0.88 -0.002236
0.90 -0.002236
0.92 -0.002236
0.94 -0.002236
0.96 -0.002236
0.98 -0.002236
1.00 -0.002236
-1.04 0.000000
-1.02 0.000000
-1.00 0.000000
-0.98 0.000000
-0.96 0.000000
-0.94 0.000000
-0.92 0.000000
-0.90 0.000000
-0.88 0.000000
-0.86 0.000000
-0.84 0.000000
-0.82 0.000000
-0.80 0.000000
-0.78 0.000000
-0.76 0.000000
-0.74 0.000000
-0.72 0.000000
-0.70 0.000000
-0.68 0.000000
-0.66 0.000000
-0.64 0.000000
-0.62 0.000000
-0.60 0.000000
-0.58 0.000000
-0.56 0.000000
-0.54 0.000000
-0.52 0.000000
-0.50 0.000000
-0.48 0.000000
-0.46 0.000000
-0.44 0.000000
-0.42 0.000000
-0.40 0.000000
-0.38 0.000000
-0.36 0.000000
-0.34 0.000000
-0.32 0.000000
-0.30 0.000000
-0.28 0.000000
-0.26 0.000000
-0.24 0.000000
-0.22 0.000000
-0.20 0.000000
-0.18 0.000000
-0.16 0.000000
-0.14 0.000000
-0.12 0.000000
-0.10 0.000000
-0.08 0.000000
-0.06 0.000000
-0.04 0.000000
-0.02 0.000000
0.00 0.000000
0.02 0.000000
0.04 0.000000
0.06 0.000000
0.08 0.000000
0.10 0.000000
0.12 0.000000
0.14 0.000000
0.16 0.000000
0.18 0.000000
0.20 0.000000
0.22 0.000000
0.24 0.000000
0.26 0.000000
0.28 0.000000
0.30 0.000000
0.32 0.000000
0.34 0.000000
0.36 0.000000
0.38 0.000000
0.40 0.000000
0.42 0.000000
0.44 0.000000
0.46 0.000000
0.48 0.000000
0.50 0.000000
0.52 0.000000
0.54 0.000000
0.56 0.000000
0.58 0.000000
0.60 0.000000
0.62 0.000000
0.64 0.000000
0.66 0.000000
0.68 0.000000
0.70 0.000000
0.72 0.000000
0.74 0.000000
0.76 0.000000
0.78 0.000000
0.80 0.000000
0.82 0.000000
0.84 0.000000
0.86 0.000000
0.88 0.000000
0.90 0.000000
0.92 0.000000
0.94 0.000000
0.96 0.000000
0.98 0.000000
1.00 0.000000
1.02 0.000000
1.04 0.000000
-1.04 0.002236
-1.02 0.002236
-1.00 0.002236
-0.98 0.002236
-0.96 0.002236
